Name,Rating,Food Type,Price_range,area
Kake Da Dhaba,3.8,"North Indian, Fast Food, Chinese, Italian, Pizzas",₹200 FOR TWO,kota
Burger Garage,3.8,"Burgers, Beverages",₹200 FOR TWO,kota
Pakwan Dhaba (MONALISA),3.5,"North Indian, Thalis, Chinese, Mughlai, Chaat, Punjabi, Desserts, Snacks, Rajast...",₹150 FOR TWO,kota
Santosh Bakery,4.2,"Fast Food, Desserts, Bakery, Snacks, Combo, Sweets, Grill",₹200 FOR TWO,kota
MRF punjabi food,3.8,"North Indian, Chinese, Biryani, Punjabi, Thalis, Rajasthani",₹200 FOR TWO,kota
Thapa Ji Ke Momos,3.7,"Chinese, Snacks",₹200 FOR TWO,kota
Janta Dairy,4.1,"Desserts, Bakery, Sweets",₹200 FOR TWO,kota
VARSHA BREAKFAST,3.9,"Fast Food, Indian",₹150 FOR TWO,kota
BURGER GARAGE Gumanpura,4.2,"Beverages, Chinese, Italian",₹200 FOR TWO,kota
Swaad Ka Khazana,4.0,Indian,₹150 FOR TWO,kota
The Flavors,--,"Chinese, North Indian",₹200 FOR TWO,kota
Cake Point,2.2,"Bakery, Desserts, Indian",₹100 FOR TWO,kota
Bhole Shankar Dhaba,3.5,"North Indian, Biryani, Desserts, Hyderabadi",₹200 FOR TWO,kota
Jalsa By New Maheshwari,3.4,"North Indian, Indian, Chinese, Pizzas, Beverages",₹300 FOR TWO,kota
Kwality Walls Frozen Dessert and Ice Cream Shop,4.6,"Desserts, Ice Cream, Ice Cream Cakes",₹200 FOR TWO,kota
Waheguru Rasoi,--,Indian,₹140 FOR TWO,kota
Cake Club,3.6,"Bakery, Fast Food",₹100 FOR TWO,kota
Gossip - Cake My World,--,"Bakery, Beverages, Italian, Fast Food, Lebanese, Salads",₹500 FOR TWO,kota
Foodies Arena,3.9,Pizzas,₹200 FOR TWO,kota
Cake Adda,--,"Bakery, Desserts, Indian",₹100 FOR TWO,kota
Skyroom -Hotel Surya Plaza,4.0,North Indian,₹300 FOR TWO,kota
Cake Mania,--,Bakery,₹100 FOR TWO,kota
Kota Fast Foods,3.1,"Fast Food, South Indian, Continental",₹100 FOR TWO,kota
Jain Misthan Bhandar,3.9,"Sweets, Snacks",₹200 FOR TWO,kota
Brique,3.0,"Biryani, North Indian, Beverages, Indian, Chinese",₹200 FOR TWO,kota
Indish Restaurant,--,"North Indian, Indian, Chinese, Snacks, Desserts, Beverages",₹400 FOR TWO,kota
Cake Corner,2.6,"Bakery, Desserts, Indian",₹100 FOR TWO,kota
Jalwa,--,"Indian, Italian, Continental, Chinese",₹300 FOR TWO,kota
Barbeque Nation,3.6,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",₹600 FOR TWO,kota
Sheesha,4.1,"North Indian, Tandoor, Seafood",₹300 FOR TWO,kota
Burger King,4.2,"Burgers, American",₹350 FOR TWO,kota
Cake Studio,--,Bakery,₹500 FOR TWO,kota
New Maheshwari Restaurant ( Chawani ),3.8,"North Indian, Thalis, Chinese, Desserts, Combo, Snacks, Rajasthani, Tandoor, Ind...",₹250 FOR TWO,kota
Kesar Punjabi Dhaba,3.5,"North Indian, Punjabi, Biryani, Chinese",₹200 FOR TWO,kota
Malujiwala Foods,3.8,North Indian,₹200 FOR TWO,kota
Paratho Ki Bahar Corner,--,"Snacks, Fast Food",₹100 FOR TWO,kota
Deebee's Restaurant (Hotel Le Amor),--,"North Indian, Chinese, Desserts, Continental, Pizzas, Fast Food",₹200 FOR TWO,kota
Aslii Zaika,3.3,"North Indian, Mughlai, Biryani, Seafood, Arabian, Afghani",₹200 FOR TWO,kota
Hola Cakes,--,Bakery,₹500 FOR TWO,kota
Anu's Cake Creations,4.5,"Desserts, Bakery, Sweets",₹200 FOR TWO,kota
Cake walas,1.7,Bakery,₹500 FOR TWO,kota
Cake Mart,--,Desserts,₹200 FOR TWO,kota
Ratan Sweets Namkeen Bakery,3.9,"Sweets, Snacks",₹200 FOR TWO,kota
Rominus Pizza And Burger,3.8,"Italian-American, Pizzas, Barbecue, Snacks, Combo, Grill, Italian, Pastas, Sweet...",₹200 FOR TWO,kota
Cake Fresh,--,Bakery,₹200 FOR TWO,kota
Engineer'S Cake Point,4.8,Bakery,₹200 FOR TWO,kota
Jai Jinendra Sweets & Namkeens,4.0,"Snacks, Sweets",₹200 FOR TWO,kota
Al Haram,4.0,"Mughlai, North Indian",₹300 FOR TWO,kota
Anand Shekhawati Dhaba (Transport Nagar),3.9,"North Indian, Thalis, Rajasthani, Indian",₹150 FOR TWO,kota
Mother Dairy (My Milk),4.4,"Sweets, Beverages",₹200 FOR TWO,kota
Jodhpur Sweets,4.3,"Sweets, Snacks, Chaat",₹300 FOR TWO,kota
Maheshwari Rasoi Restaurant,3.4,"North Indian, Thalis, Indian, South Indian",₹200 FOR TWO,kota
Royal Firdous since 1979 (Aerodrome Circle),3.8,"North Indian, Thalis, Chinese, Mughlai, Desserts, Combo, Snacks, Tandoor, Bevera...",₹200 FOR TWO,kota
Sweet Truth - Cake and Desserts,4.2,"Ice Cream, Bakery, Desserts, Beverages",₹450 FOR TWO,lucknow
Mint Cafe,4.1,"Mughlai, North Indian, Italian-American, Continental, Chinese",₹300 FOR TWO,lucknow
PVR Cafe,--,"Snacks, Fast Food, Beverages",₹400 FOR TWO,lucknow
Jumbo King,--,"Burgers, Snacks, Beverages",₹200 FOR TWO,lucknow
The Brooklyn Creamery - Healthy Ice Cream,4.4,"Desserts, Ice Cream, Healthy Food",₹200 FOR TWO,lucknow
MILKSHAKE AND CO.,4.2,"Beverages, Italian",₹300 FOR TWO,lucknow
JUST COCO,--,Beverages,₹140 FOR TWO,lucknow
Faasos - Wraps & Rolls,4.1,"Fast Food, Snacks, North Indian, Indian, Healthy Food, Desserts, Beverages",₹200 FOR TWO,lucknow
Starbucks Coffee,4.2,"Beverages, Ice Cream",₹400 FOR TWO,lucknow
High Point,4.1,"Snacks, North Indian",₹200 FOR TWO,lucknow
Wendy's,4.2,"American, Burgers, Fast Food, Beverages, Snacks",₹200 FOR TWO,lucknow
Goli Vada Pav,4.2,"Maharashtrian, North Indian, Fast Food, Street Food",₹100 FOR TWO,lucknow
Mishra Bhojanalaya,3.5,"North Indian, Chinese, Snacks",₹250 FOR TWO,lucknow
Tarush Restaurant,3.3,"North Indian, Chinese",₹200 FOR TWO,lucknow
SLAY Coffee,4.3,"Beverages, Desserts",₹200 FOR TWO,lucknow
Biryani Blues,4.5,"Biryani, Hyderabadi, Lucknowi, Kebabs, Beverages, Desserts",₹400 FOR TWO,lucknow
Moti Mahal Sweets,4.4,"Sweets, Fast Food",₹300 FOR TWO,lucknow
Al Zaiqa,3.7,Mughlai,₹300 FOR TWO,lucknow
Choco foodie,--,"Desserts, Sweets, North Indian",₹300 FOR TWO,lucknow
The Peddlers,--,"Continental, North Indian",₹300 FOR TWO,lucknow
Firangi Bake,3.9,"Italian, Mexican, Pastas, Ice Cream",₹400 FOR TWO,lucknow
Faasos' Signature Wraps & Rolls,--,"Snacks, Beverages, Desserts, Indian",₹350 FOR TWO,lucknow
Sharma Chai,4.2,"Snacks, Beverages, North Indian",₹100 FOR TWO,lucknow
Mashi Biryani World,3.7,"North Indian, Biryani",₹150 FOR TWO,lucknow
LunchBox - Meals and Thalis,4.1,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",₹200 FOR TWO,lucknow
De Globe Cafe,3.2,"Chinese, Snacks, Beverages",₹200 FOR TWO,lucknow
Behrouz Biryani,4.2,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",₹500 FOR TWO,lucknow
Rollarappaa,3.9,"Fast Food, Street Food, North Indian, Snacks",₹200 FOR TWO,lucknow
Brindavan,--,Indian,₹200 FOR TWO,lucknow
Subway,4.1,"Healthy Food, Salads, Snacks, Desserts, Beverages",₹350 FOR TWO,lucknow
Keventers - Milkshakes and Desserts,4.1,"Beverages, Ice Cream, Desserts, Healthy Food",₹300 FOR TWO,lucknow
Wow! Momo,3.9,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",₹300 FOR TWO,lucknow
Barista,--,"Beverages, Snacks, Desserts",₹350 FOR TWO,lucknow
Presidency Kitchen,--,"Indian, Snacks, Fast Food",₹200 FOR TWO,lucknow
Marksmen,4.0,Chinese,₹400 FOR TWO,lucknow
Royal Sky-Skyotel,4.0,"Indian, Chinese, Continental, Mughlai",₹300 FOR TWO,lucknow
Mughal Zaika Aminabad,4.0,Mughlai,₹300 FOR TWO,lucknow
Royal Cafe (Colours),4.2,"Indian, Chinese, Continental",₹400 FOR TWO,lucknow
Tunday Kababi (Aminabad),4.3,Mughlai,₹200 FOR TWO,lucknow
Faheem Muradabadi Chicken Biryani Center,3.9,Biryani,₹200 FOR TWO,lucknow
The Belgian Waffle Co.,4.4,"Waffle, Desserts, Ice Cream",₹200 FOR TWO,lucknow
KATTAPA TAKEAWAY,2.8,"Thalis, North Indian",₹120 FOR TWO,lucknow
The Kalika Hut,3.9,"Indian, North Indian, Mughlai, Chinese",₹350 FOR TWO,lucknow
Pizza Hut,3.7,Pizzas,₹350 FOR TWO,lucknow
Mr. Brown,4.4,"Bakery, Italian, Snacks, Pizzas, Healthy Food, Beverages",₹150 FOR TWO,lucknow
Punjabi Dhaba,3.5,"North Indian, Biryani, Indian, Thalis",₹200 FOR TWO,lucknow
KFC,4.1,"American, Snacks, Biryani",₹400 FOR TWO,lucknow
McDonald's,4.0,American,₹400 FOR TWO,lucknow
Sardar ji Ke Mashoor Chhole Bhature Punjabi Zaiqa,3.9,"Punjabi, North Indian, Desserts, Thalis",₹60 FOR TWO,lucknow
Giani's,4.4,"Ice Cream, Beverages",₹250 FOR TWO,lucknow
Burger King,4.0,"Burgers, American",₹350 FOR TWO,lucknow
Sardar Ji Ke Mashoor Chhole Bhature,4.2,"North Indian, Punjabi",₹50 FOR TWO,lucknow
Taste Of India,3.8,"Indian, Tandoor, Mughlai",₹250 FOR TWO,lucknow
Al Baike Arabecue,4.2,Fast Food,₹200 FOR TWO,lucknow
Ram Asrey,4.2,"Snacks, Desserts, Sweets",₹150 FOR TWO,lucknow
ANNA DOSA,--,"South Indian, Desserts, Beverages",₹200 FOR TWO,lucknow
Alamgir Hotel,3.9,Mughlai,₹300 FOR TWO,lucknow
CHICAGO PIZZA,3.6,"Italian, Pizzas",₹300 FOR TWO,lucknow
Aryan Family's Delight,4.3,"North Indian, South Indian, Chinese, Italian",₹300 FOR TWO,lucknow
Chinese Kitchen,3.3,Chinese,₹200 FOR TWO,lucknow
La Pino'z Pizza,4.0,"Italian, Beverages, Desserts, Snacks",₹350 FOR TWO,lucknow
Pavillion - La Place Sarovar Portico,--,"North Indian, South Indian, Chinese",₹800 FOR TWO,lucknow
Sharma Ji Ki Chai Hazratganj,4.4,"Beverages, Snacks",₹50 FOR TWO,lucknow
Rattilal's Aminabad,3.8,"Sweets, North Indian, Snacks",₹60 FOR TWO,lucknow
The Cherry Tree Cafe,4.3,"Continental, Italian, Bakery, Beverages",₹250 FOR TWO,lucknow
Pankaj Non Veg Point,4.2,"Mughlai, Chinese, Indian, Fast Food",₹300 FOR TWO,lucknow
BAKE AND FLAME LA BRASSERIE,--,"Chinese, Continental, Pizzas",₹200 FOR TWO,lucknow
Brijwasi Bakery,--,Bakery,₹300 FOR TWO,lucknow
Curry Leaf,4.3,South Indian,₹300 FOR TWO,lucknow
Durgma Restaurant,3.9,"North Indian, Thalis, Desserts",₹250 FOR TWO,lucknow
NIC Natural Ice Creams,4.6,"Desserts, Ice Cream",₹120 FOR TWO,lucknow
Maa Durgama Restaurant,3.7,North Indian,₹300 FOR TWO,lucknow
Timpano,3.9,"Italian, Pastas",₹400 FOR TWO,lucknow
Kool Break,4.1,"Indian, Chinese, Continental",₹200 FOR TWO,lucknow
Moti Mahal,3.9,"Indian, Chinese, Continental",₹600 FOR TWO,lucknow
The Chocolate Room,3.8,Beverages,₹500 FOR TWO,lucknow
Pure Veg Meals by Lunchbox,4.2,"North Indian, Desserts, Biryani",₹200 FOR TWO,lucknow
Desi Kitchen,3.6,"North Indian, Chinese, Snacks, Fast Food, Tandoor, Mughlai",₹300 FOR TWO,lucknow
The Good Bowl,4.1,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",₹400 FOR TWO,lucknow
Oven Story Pizza,3.9,Pizzas,₹400 FOR TWO,lucknow
KUSUM ROLLS,--,"Biryani, Chinese, Street Food",₹150 FOR TWO,patna
BLUE MOON,3.3,Fast Food,₹300 FOR TWO,patna
Khana Khazana,3.4,"North Indian, Chinese, Biryani",₹300 FOR TWO,patna
Chandan Dhaba,3.4,"Indian, Tandoor, Biryani",₹150 FOR TWO,patna
Cake Palace,3.6,"Desserts, Bakery",₹250 FOR TWO,patna
Sujata Family Restaurant,3.5,"Mughlai, Chinese, North Indian",₹300 FOR TWO,patna
Kwality Walls Frozen Dessert and Ice Cream Shop,4.6,"Desserts, Ice Cream, Ice Cream Cakes",₹100 FOR TWO,patna
KOLKATTA BIRYANI,2.9,"North Indian, Biryani",₹300 FOR TWO,patna
Barbeque Nation,3.6,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",₹600 FOR TWO,patna
BENZOZ PIZZA,3.4,Italian,₹200 FOR TWO,patna
UBQ by Barbeque Nation,3.7,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",₹300 FOR TWO,patna
old champaran meat house,3.0,Indian,₹200 FOR TWO,patna
Darbaar,4.2,"North Indian, Biryani",₹400 FOR TWO,patna
Rollacosta,3.8,"Indian, Chinese, Continental",₹250 FOR TWO,patna
Dhaba & Kabab Wala,3.4,"Indian, Chinese",₹200 FOR TWO,patna
Kolkata Biryani Darbar,3.2,"Biryani, Indian, Chinese, Tandoor",₹200 FOR TWO,patna
Chandan Hotel,3.7,"North Indian, Biryani, Chinese",₹150 FOR TWO,patna
Banjara,3.9,"Chinese, Indian, South Indian",₹300 FOR TWO,patna
Biryani House,3.5,"Biryani, Mughlai",₹300 FOR TWO,patna
Keventers - Milkshakes and Desserts,4.1,"Beverages, Ice Cream, Desserts, Healthy Food",₹300 FOR TWO,patna
Classic Family Restaurant,3.2,"North Indian, Chinese, Biryani",₹400 FOR TWO,patna
Cafe Coffee Day,3.9,"Beverages, Snacks, Desserts",₹300 FOR TWO,patna
Hungry Hope,3.4,"Indian, Chinese",₹300 FOR TWO,patna
Biryani Mahal,3.9,"Biryani, Mughlai",₹500 FOR TWO,patna
Bikaner Sweets And Pastry Shop,4.2,"Bakery, Sweets",₹200 FOR TWO,patna
Macau Flavours,--,Chinese,₹200 FOR TWO,patna
Chennai Express,3.8,South Indian,₹300 FOR TWO,patna
Biryani King,3.4,"Indian, Tandoor, Chinese, Beverages, Ice Cream",₹300 FOR TWO,patna
Biryani Lazeez,2.5,"Chinese, Indian",₹200 FOR TWO,patna
Raj Darbar Family Restaurant,3.9,"Biryani, Chinese, North Indian, Desserts, Seafood",₹300 FOR TWO,patna
Amrapali Cafe,3.9,"North Indian, Chinese",₹600 FOR TWO,patna
HARILAL (Kankarbagh),4.1,"Bakery, Sweets, Indian",₹150 FOR TWO,patna
Dum Safar Biryani,--,"Biryani, Kebabs, Tandoor, Indian, Desserts",₹500 FOR TWO,patna
Rk Litti,4.0,"Street Food, Indian, Chaat",₹100 FOR TWO,patna
McDonald's,4.0,American,₹400 FOR TWO,patna
Gangadhar Hotel- Pure Veg,2.8,North Indian,₹150 FOR TWO,patna
Aasman,3.5,"North Indian, Continental, Chinese",₹1000 FOR TWO,patna
EXPRESS BY AB'S,3.5,"Biryani, North Indian, Chinese, South Indian, Kebabs, Pan-Asian",₹400 FOR TWO,patna
Sweet Home Confectioners,3.9,"Desserts, Snacks, Bakery",₹150 FOR TWO,patna
HARILAL ( Boring Road ),4.2,"Bakery, Sweets",₹150 FOR TWO,patna
Original Biryani Charminar,3.6,"Biryani, Indian, Chinese, Tandoor",₹200 FOR TWO,patna
The Biryani Mall,3.6,"Biryani, Tandoor, Mughlai",₹400 FOR TWO,patna
Pizza Hut,3.4,Pizzas,₹350 FOR TWO,patna
7 Colour's Kabab Hut,3.7,"Indian, Chinese",₹250 FOR TWO,patna
La Pino'z Pizza,3.7,Pizzas,₹300 FOR TWO,patna
Mansahar,3.9,"Chinese, Indian, Kebabs, Biryani",₹250 FOR TWO,patna
HARILAL (Gandhi Maidan),4.3,"Bakery, Sweets",₹200 FOR TWO,patna
Health King Juice & Cafe,--,"Street Food, Juices, Beverages",₹80 FOR TWO,patna
Rajdhani Hotel,3.4,"Chinese, Indian, Tandoor",₹200 FOR TWO,patna
The Underground Restaurant,--,"Chinese, North Indian, Biryani, Beverages",₹250 FOR TWO,patna
Baskin Robbins,4.1,"Desserts, Ice Cream",₹150 FOR TWO,patna
Khana Khazana,3.4,"North Indian, Chinese, Biryani",₹300 FOR TWO,patna
Sundae Everyday Ice Creams,4.1,"Ice Cream, Desserts, Beverages",₹100 FOR TWO,patna
Peshawari 11 to 11,4.0,Mughlai,₹400 FOR TWO,patna
Momo Street,4.1,"Asian, Chinese, Desserts, Beverages, Snacks",₹300 FOR TWO,patna
Manbhawan sweets,3.5,"Sweets, Snacks, South Indian, Chaat, Bakery, Pan-Asian",₹150 FOR TWO,patna
Biryani Mahal,3.9,"Biryani, Mughlai",₹500 FOR TWO,patna
Kouzina Kafe - The Food Court,4.3,"Bakery, Desserts, Ice Cream, Fast Food, Beverages, American, Burgers, Snacks",₹200 FOR TWO,patna
BLUE MOON,3.3,Fast Food,₹300 FOR TWO,patna
Biryani handi ghar,2.5,Biryani,₹200 FOR TWO,patna
Bikaner Sweets And Pastry Shop,4.2,"Bakery, Sweets",₹200 FOR TWO,patna
Sardarji's Kitchen,3.5,"Chinese, Indian, Punjabi, Tandoor",₹200 FOR TWO,patna
Sagar Restaurant,--,"Indian, Chinese",₹300 FOR TWO,patna
Dosa Plaza (Pure Veg),3.4,South Indian,₹199 FOR TWO,patna
Toritto's By Foresto,3.3,"Indian, Snacks, South Indian",₹300 FOR TWO,patna
Ghar Angana,3.4,"North Indian, Chinese, South Indian",₹500 FOR TWO,patna
DREAM SHAKES AND CO.,4.2,"Beverages, Desserts",₹300 FOR TWO,patna
Drink Shakes,--,Beverages,₹100 FOR TWO,patna
Dragon Xpress,3.8,"Chinese, Indian",₹300 FOR TWO,patna
Kapil Dev's Eleven,--,"North Indian, Chinese, Continental",₹1000 FOR TWO,patna
Dragon Flames Delivery,4.0,Chinese,₹400 FOR TWO,patna
Raj Darbar Take-Away,3.8,"Indian, Biryani",₹300 FOR TWO,patna
Mom's Pizza & Cafe,3.1,"Italian, North Indian, Pizzas, Snacks, Beverages",₹250 FOR TWO,patna
Naushijaan,3.9,"Biryani, Kebabs, North Indian, Tandoor",₹500 FOR TWO,patna
Indian Summer Cafe,3.7,North Indian,₹800 FOR TWO,patna
Y Cheat Meals,3.2,"Fast Food, Chinese",₹100 FOR TWO,patna
Anmol Pal Hotel,3.4,"Chinese, South Indian, North Indian",₹450 FOR TWO,patna
MUMMY'S KITCHEN,--,"North Indian, Chinese, Biryani, Snacks",₹400 FOR TWO,patna
Bomb Burger,3.7,"American, Snacks",₹250 FOR TWO,patna
Rajdhani Hotel,3.4,"Chinese, Indian, Tandoor",₹200 FOR TWO,patna
Moshi Moshi,3.8,"Asian, Chinese, Sushi, Thai, Japanese",₹1000 FOR TWO,pune
The Burger House,3.9,American,₹300 FOR TWO,pune
McDonald's,4.3,"Burgers, Beverages, Cafe, Desserts",₹400 FOR TWO,pune
Rolls Mania,4.3,"Fast Food, Snacks, Beverages",₹200 FOR TWO,pune
Sandwich Express,4.4,Fast Food,₹200 FOR TWO,pune
Teri Rajput,4.4,"Street Food, North Indian, Desserts",₹170 FOR TWO,pune
Bebe Di Rasoi - Punjabi,4.0,"North Indian, Punjabi, Biryani, Kebabs, Mughlai, Desserts, Beverages",₹300 FOR TWO,pune
QORA Cocktail Bar and Kitchen,--,"Asian, Indian, Chinese",₹2000 FOR TWO,pune
Burger 69 & More,--,American,₹300 FOR TWO,pune
Cafe Durga,3.9,"Fast Food, Beverages, Snacks, South Indian, Chinese",₹200 FOR TWO,pune
1441 Pizzeria,3.6,"Italian, Pizzas, Pastas, Fast Food",₹400 FOR TWO,pune
Cafe Rolls Inn,4.3,Fast Food,₹200 FOR TWO,pune
Royal China,4.4,"Chinese, Asian, Oriental, Seafood, Desserts",₹1500 FOR TWO,pune
China Park,4.0,Chinese,₹250 FOR TWO,pune
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.4,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",₹250 FOR TWO,pune
The Burger Barn Cafe,4.1,American,₹300 FOR TWO,pune
Third Wave Coffee,--,"Beverages, Desserts, Bakery, Pizzas",₹400 FOR TWO,pune
Mad House Grill,--,"Continental, Salads",₹1000 FOR TWO,pune
SAMMEYS,--,Ice Cream,₹400 FOR TWO,pune
Brewberries,--,"Pizzas, Pastas",₹500 FOR TWO,pune
Sahare Dining Hall,4.3,"Gujarati, Rajasthani, Combo, Beverages",₹300 FOR TWO,pune
The Belgian Waffle Co.,4.4,"Waffle, Desserts, Ice Cream",₹200 FOR TWO,pune
Blue Nile,4.2,"Biryani, Mughlai, Tandoor, Chinese, Desserts, Ice Cream, Beverages",₹700 FOR TWO,pune
Huber & Holly,4.5,"Desserts, Ice Cream, Snacks, Pizzas, Pastas",₹500 FOR TWO,pune
Hungrezy,4.1,"Asian, Continental, Fast Food, Snacks, Combo, Desserts, Chinese, Indian, North I...",₹400 FOR TWO,pune
THE CHICKSTER- Fried Chicken,4.0,"American, Snacks, Beverages, Desserts, Fast Food, Burgers",₹450 FOR TWO,pune
WOW - World of Wings,--,Barbecue,₹300 FOR TWO,pune
Buddha Paradise,3.9,"South Indian, Fast Food, Chinese",₹250 FOR TWO,pune
Wow! Momo,4.0,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",₹200 FOR TWO,pune
Alfa Southinn Cafe,4.0,"Lebanese, Biryani, Kerala, North Indian",₹400 FOR TWO,pune
Sassy Teaspoon,4.3,"Ice Cream, Desserts, Bakery",₹800 FOR TWO,pune
One China,--,Chinese,₹300 FOR TWO,pune
Paratha Punjab,--,"North Indian, Indian, Beverages",₹200 FOR TWO,pune
Sicilia's All Day Kitchen & Cafe,4.8,"Italian, Mexican, Fast Food, Continental",₹400 FOR TWO,pune
Murphies,4.0,"European, Italian, Continental, Healthy Food, Salads, Pizzas, Beverages",₹1100 FOR TWO,pune
Arthur's Theme,4.1,"Italian, European",₹800 FOR TWO,pune
The Mousse Coupe,--,Desserts,₹250 FOR TWO,pune
Trattoria by Toscano,4.2,"Italian, Pizzas, Pastas, Continental, Salads, Desserts, Beverages, Healthy Food",₹1200 FOR TWO,pune
Grandmama's Cafe,4.1,"Italian, Continental, Beverages, Burgers, Pastas, Pizzas",₹800 FOR TWO,pune
Donatella,3.9,"Pizzas, Italian, Mexican",₹400 FOR TWO,pune
PUNJAB JUNCTION,--,"Indian, North Indian, Beverages",₹400 FOR TWO,pune
THE JALEBI HUNT,3.7,"Desserts, Snacks",₹200 FOR TWO,pune
Mankar Dosa,4.0,"South Indian, Fast Food",₹200 FOR TWO,pune
Theobroma,4.4,"Desserts, Bakery, Beverages",₹800 FOR TWO,pune
Kushta by Semporo,4.4,"North Indian, Mughlai, Biryani, Indian",₹800 FOR TWO,pune
German Bakery,3.8,"Italian, German, Continental",₹700 FOR TWO,pune
The Daily All Day Pune,4.1,"European, Asian, Continental",₹1000 FOR TWO,pune
The Doner Company,4.2,"Salads, Lebanese, Middle Eastern",₹350 FOR TWO,pune
Nothing but Chicken,4.1,"Salads, Fast Food",₹400 FOR TWO,pune
Dhaba shaba veg bistro,4.2,"North Indian, Biryani, Chinese, Combo, Thalis, Snacks, Desserts",₹550 FOR TWO,pune
Carnival Restaurant & Bar,4.3,"North Indian, Chinese, Seafood, Continental",₹1000 FOR TWO,pune
Prem's,4.3,"North Indian, Chinese, Continental, Asian, Desserts, Beverages",₹1000 FOR TWO,pune
Seven - Shawarma and Burgers,3.9,"Lebanese, Snacks, Arabian",₹250 FOR TWO,pune
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.4,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",₹250 FOR TWO,pune
Cake Dior,4.5,Bakery,₹350 FOR TWO,pune
Natural Ice Cream,4.7,Ice Cream,₹150 FOR TWO,pune
ZA'ATAR,4.3,"Lebanese, Mediterranean, Middle Eastern",₹700 FOR TWO,pune
The Sassy Spoon,4.2,"European, Continental, American, Asian, Desserts",₹1200 FOR TWO,pune
Kareem's,3.7,"Mughlai, North Indian, Punjabi, Biryani, Tandoor, Kebabs, Beverages, Maharashtri...",₹300 FOR TWO,pune
Toscano,4.3,"Italian, Pizzas, Pastas, Continental, Salads, Desserts, Beverages, Healthy Food",₹1200 FOR TWO,pune
The Fresh Press,4.5,"Beverages, Juices",₹300 FOR TWO,pune
Butter Brews - Koregaon Park,4.3,"European, Continental",₹600 FOR TWO,pune
Karachi Sweet Mart,4.3,Sweets,₹200 FOR TWO,pune
Chafa Cafe and Studio,4.6,"Italian-American, Continental",₹900 FOR TWO,pune
Pimlico,4.2,"Continental, Italian, Thai, Pizzas, Healthy Food, Pastas, Beverages",₹500 FOR TWO,pune
Super Burgers,4.3,Fast Food,₹450 FOR TWO,pune
Subway,4.4,"Healthy Food, Salads, Snacks, Desserts, Beverages",₹350 FOR TWO,pune
Malaka Spice,4.3,"Malaysian, Thai, Korean, Japanese, Asian, Vietnamese, Salads",₹1300 FOR TWO,pune
Pizza Hut,3.6,Pizzas,₹350 FOR TWO,pune
UBQ by Barbeque Nation,4.0,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",₹300 FOR TWO,pune
Toscano's Crafted Cakes and Desserts,--,"Italian, Desserts, Bakery, Beverages",₹1200 FOR TWO,pune
The Cake & Cream Factory,4.1,"Bakery, Desserts",₹300 FOR TWO,pune
Mainland China,4.4,"Chinese, Oriental, Thai, Pan-Asian, Seafood, Asian, Desserts",₹850 FOR TWO,pune
Modern Cakes,4.3,Bakery,₹300 FOR TWO,pune
GATTI CHUTNEY,4.2,South Indian,₹200 FOR TWO,pune
Uncle's Chinese,4.2,"Chinese, Thai, Malaysian",₹350 FOR TWO,pune
Drum Roll,3.8,"Snacks, Asian",₹300 FOR TWO,pune
Tibetan mother's kitchen,4.6,"Korean, Beverages, Fast Food",₹500 FOR TWO,pune
Hotel Al Zaika,3.9,"Mughlai, North Indian, Chinese",₹300 FOR TWO,pune
Rajput restaurant,4.3,"North Indian, Chinese",₹300 FOR TWO,pune
The London Shakes,4.0,"Pizzas, Beverages, Snacks, Desserts, American",₹300 FOR TWO,varanasi
FIDKA,4.0,Indian,₹700 FOR TWO,varanasi
Bikanervala,4.0,"North Indian, South Indian, Street Food",₹500 FOR TWO,varanasi
THE MOMO HUT,3.5,"Chinese, Pastas, Snacks",₹150 FOR TWO,varanasi
Pizzeria Vaatika Cafe,3.8,"North Indian, Italian, Snacks",₹500 FOR TWO,varanasi
STAR LAXMI FAMILY RESTAURANT,--,"Indian, Pizzas, Snacks",₹200 FOR TWO,varanasi
TUMMY FULL TREAT,--,"North Indian, Chinese, Biryani",₹400 FOR TWO,varanasi
Keshari Food Plaza,--,"North Indian, South Indian, Snacks",₹400 FOR TWO,varanasi
Vada Grill,4.1,"Maharashtrian, North Indian, Fast Food, Street Food",₹100 FOR TWO,varanasi
Hygiene India,--,"North Indian, Chinese, Beverages, Desserts, Continental",₹150 FOR TWO,varanasi
